15:58:00	1.075960	1.07598464285714	1.07602490384615	-1.9999999999909e-005
15:58:30	1.076060	1.07604964285714	1.07599711538462	9.9999999999989e-005
15:59:00	1.076070	1.07607	1.07604807692308	1.00000000000655e-005
15:59:30	1.075980	1.07599428571429	1.07604942307692	-9.00000000001455e-005
16:00:00	1.075920	1.07595642857143	1.07597230769231	-5.9999999999949e-005
16:00:30	1.075835	1.07584928571429	1.07589394230769	-8.49999999998907e-005
16:01:00	1.075720	1.07575142857143	1.07580057692308	-0.000115000000000087
16:01:30	1.075360	1.07543678571429	1.07560567307692	-0.000359999999999916
16:02:00	1.075480	1.07548321428571	1.07544057692308	0.000119999999999898
16:02:30	1.075460	1.07540821428571	1.07543413461538	-1.9999999999909e-005
16:03:00	1.075650	1.07561785714286	1.07549	0.000189999999999912
16:03:30	1.075770	1.07576107142857	1.07565	0.000119999999999898
16:04:00	1.075780	1.07578285714286	1.07575884615385	1.00000000000655e-005
16:04:30	1.075790	1.07583928571429	1.07581913461539	1.00000000000655e-005
16:05:00	1.075775	1.07577642857143	1.07582451923077	-1.50000000000983e-005
16:05:30	1.075965	1.07586178571429	1.07582019230769	0.000190000000000135
16:06:00	1.076040	1.07608607142857	1.07598567307692	7.50000000000473e-005
16:06:30	1.076375	1.07626	1.07613701923077	0.000334999999999974
16:07:00	1.076155	1.07618607142857	1.07621990384615	-0.000220000000000109
16:07:30	1.076000	1.07609285714286	1.07617125	-0.000154999999999905
16:08:00	1.075830	1.07590464285714	1.07601298076923	-0.000170000000000003
16:08:30	1.076195	1.07599821428571	1.07591932692308	0.000364999999999949
16:09:00	1.075910	1.07602857142857	1.07600961538462	-0.000285000000000091
16:09:30	1.076145	1.0760925	1.07603134615385	0.000234999999999985
16:10:00	1.076105	1.0761175	1.07611076923077	-3.9999999999818e-005
16:10:30	1.075910	1.07599607142857	1.07607461538462	-0.000195000000000167
16:11:00	1.075905	1.07592285714286	1.07595682692308	-5.00000000003276e-006
16:11:30	1.075505	1.07561964285714	1.07584009615385	-0.000399999999999956
16:12:00	1.075390	1.07547642857143	1.07560336538462	-0.000114999999999865
